T,m,chi,E,Cv,dm/dbeta,binder,dbinder/dbeta
3.940,8.42189376e-02,6.51008974e+04,-5.67721587e-01,1.79661423e-01,1.56994271e+02,1.69387895e-02,9.31249345e-02
3.941,8.41936703e-02,6.50456493e+04,-5.67541989e-01,1.79535159e-01,1.56876615e+02,1.69328221e-02,9.21916100e-02
3.942,8.41684348e-02,6.49904849e+04,-5.67362517e-01,1.79409004e-01,1.56759082e+02,1.69269179e-02,9.12552385e-02
3.943,8.41432310e-02,6.49354040e+04,-5.67183171e-01,1.79282956e-01,1.56641673e+02,1.69210771e-02,9.03158205e-02
3.944,8.41180588e-02,6.48804066e+04,-5.67003951e-01,1.79157017e-01,1.56524386e+02,1.69152997e-02,8.93733566e-02
3.945,8.40929182e-02,6.48254922e+04,-5.66824857e-01,1.79031186e-01,1.56407222e+02,1.69095860e-02,8.84278473e-02
3.946,8.40678091e-02,6.47706609e+04,-5.66645889e-01,1.78905463e-01,1.56290179e+02,1.69039359e-02,8.74792930e-02
3.947,8.40427316e-02,6.47159124e+04,-5.66467046e-01,1.78779847e-01,1.56173258e+02,1.68983498e-02,8.65276944e-02
3.948,8.40176855e-02,6.46612465e+04,-5.66288329e-01,1.78654339e-01,1.56056459e+02,1.68928276e-02,8.55730519e-02
3.949,8.39926708e-02,6.46066630e+04,-5.66109737e-01,1.78528938e-01,1.55939780e+02,1.68873696e-02,8.46153658e-02
3.950,8.39676875e-02,6.45521619e+04,-5.65931271e-01,1.78403645e-01,1.55823221e+02,1.68819758e-02,8.36546367e-02
3.951,8.39427355e-02,6.44977428e+04,-5.65752930e-01,1.78278459e-01,1.55706781e+02,1.68766464e-02,8.26908649e-02
3.952,8.39178147e-02,6.44434057e+04,-5.65574714e-01,1.78153379e-01,1.55590462e+02,1.68713815e-02,8.17240507e-02
3.953,8.38929251e-02,6.43891503e+04,-5.65396623e-01,1.78028407e-01,1.55474261e+02,1.68661812e-02,8.07541945e-02
3.954,8.38680668e-02,6.43349765e+04,-5.65218657e-01,1.77903541e-01,1.55358178e+02,1.68610458e-02,7.97812966e-02
3.955,8.38432395e-02,6.42808841e+04,-5.65040816e-01,1.77778783e-01,1.55242213e+02,1.68559752e-02,7.88053574e-02
3.956,8.38184433e-02,6.42268729e+04,-5.64863099e-01,1.77654130e-01,1.55126366e+02,1.68509697e-02,7.78263771e-02
3.957,8.37936781e-02,6.41729428e+04,-5.64685508e-01,1.77529584e-01,1.55010637e+02,1.68460294e-02,7.68443559e-02
3.958,8.37689440e-02,6.41190935e+04,-5.64508040e-01,1.77405144e-01,1.54895024e+02,1.68411543e-02,7.58592941e-02
3.959,8.37442407e-02,6.40653250e+04,-5.64330697e-01,1.77280811e-01,1.54779527e+02,1.68363447e-02,7.48711918e-02
3.960,8.37195683e-02,6.40116369e+04,-5.64153479e-01,1.77156583e-01,1.54664146e+02,1.68316006e-02,7.38800494e-02
3.961,8.36949268e-02,6.39580293e+04,-5.63976384e-01,1.77032462e-01,1.54548881e+02,1.68269222e-02,7.28858669e-02
3.962,8.36703160e-02,6.39045018e+04,-5.63799414e-01,1.76908446e-01,1.54433730e+02,1.68223096e-02,7.18886445e-02
3.963,8.36457360e-02,6.38510543e+04,-5.63622567e-01,1.76784535e-01,1.54318695e+02,1.68177630e-02,7.08883823e-02
3.964,8.36211867e-02,6.37976867e+04,-5.63445845e-01,1.76660731e-01,1.54203773e+02,1.68132824e-02,6.98850804e-02
3.965,8.35966681e-02,6.37443987e+04,-5.63269246e-01,1.76537032e-01,1.54088966e+02,1.68088680e-02,6.88787390e-02
3.966,8.35721801e-02,6.36911903e+04,-5.63092770e-01,1.76413438e-01,1.53974271e+02,1.68045199e-02,6.78693580e-02
3.967,8.35477226e-02,6.36380612e+04,-5.62916419e-01,1.76289949e-01,1.53859690e+02,1.68002383e-02,6.68569376e-02
3.968,8.35232956e-02,6.35850112e+04,-5.62740191e-01,1.76166565e-01,1.53745222e+02,1.67960232e-02,6.58414778e-02
3.969,8.34988991e-02,6.35320403e+04,-5.62564086e-01,1.76043286e-01,1.53630865e+02,1.67918749e-02,6.48229785e-02
3.970,8.34745331e-02,6.34791482e+04,-5.62388104e-01,1.75920113e-01,1.53516621e+02,1.67877933e-02,6.38014399e-02
3.971,8.34501974e-02,6.34263347e+04,-5.62212245e-01,1.75797043e-01,1.53402487e+02,1.67837787e-02,6.27768618e-02
3.972,8.34258921e-02,6.33735997e+04,-5.62036510e-01,1.75674079e-01,1.53288465e+02,1.67798312e-02,6.17492443e-02
3.973,8.34016170e-02,6.33209431e+04,-5.61860897e-01,1.75551219e-01,1.53174553e+02,1.67759509e-02,6.07185872e-02
3.974,8.33773722e-02,6.32683646e+04,-5.61685407e-01,1.75428463e-01,1.53060752e+02,1.67721379e-02,5.96848906e-02
3.975,8.33531576e-02,6.32158642e+04,-5.61510040e-01,1.75305811e-01,1.52947060e+02,1.67683924e-02,5.86481543e-02
3.976,8.33289731e-02,6.31634415e+04,-5.61334796e-01,1.75183264e-01,1.52833478e+02,1.67647145e-02,5.76083782e-02
3.977,8.33048188e-02,6.31110965e+04,-5.61159674e-01,1.75060821e-01,1.52720004e+02,1.67611042e-02,5.65655622e-02
3.978,8.32806945e-02,6.30588291e+04,-5.60984674e-01,1.74938481e-01,1.52606640e+02,1.67575618e-02,5.55197062e-02
3.979,8.32566002e-02,6.30066389e+04,-5.60809797e-01,1.74816246e-01,1.52493383e+02,1.67540873e-02,5.44708100e-02
3.980,8.32325360e-02,6.29545259e+04,-5.60635041e-01,1.74694114e-01,1.52380234e+02,1.67506809e-02,5.34188736e-02
3.981,8.32085016e-02,6.29024900e+04,-5.60460408e-01,1.74572085e-01,1.52267193e+02,1.67473427e-02,5.23638966e-02
3.982,8.31844972e-02,6.28505309e+04,-5.60285897e-01,1.74450161e-01,1.52154259e+02,1.67440728e-02,5.13058789e-02
3.983,8.31605226e-02,6.27986485e+04,-5.60111508e-01,1.74328339e-01,1.52041432e+02,1.67408714e-02,5.02448203e-02
3.984,8.31365777e-02,6.27468426e+04,-5.59937241e-01,1.74206621e-01,1.51928710e+02,1.67377386e-02,4.91807206e-02
3.985,8.31126627e-02,6.26951131e+04,-5.59763095e-01,1.74085006e-01,1.51816095e+02,1.67346744e-02,4.81135796e-02
3.986,8.30887774e-02,6.26434597e+04,-5.59589070e-01,1.73963493e-01,1.51703586e+02,1.67316790e-02,4.70433970e-02
3.987,8.30649217e-02,6.25918824e+04,-5.59415168e-01,1.73842084e-01,1.51591181e+02,1.67287526e-02,4.59701726e-02
3.988,8.30410957e-02,6.25403810e+04,-5.59241386e-01,1.73720778e-01,1.51478881e+02,1.67258953e-02,4.48939061e-02
3.989,8.30172992e-02,6.24889554e+04,-5.59067726e-01,1.73599574e-01,1.51366686e+02,1.67231071e-02,4.38145972e-02
3.990,8.29935323e-02,6.24376053e+04,-5.58894187e-01,1.73478473e-01,1.51254595e+02,1.67203882e-02,4.27322456e-02
3.991,8.29697949e-02,6.23863306e+04,-5.58720769e-01,1.73357474e-01,1.51142607e+02,1.67177388e-02,4.16468511e-02
3.992,8.29460870e-02,6.23351311e+04,-5.58547472e-01,1.73236578e-01,1.51030723e+02,1.67151589e-02,4.05584133e-02
3.993,8.29224085e-02,6.22840067e+04,-5.58374296e-01,1.73115784e-01,1.50918942e+02,1.67126487e-02,3.94669319e-02
3.994,8.28987593e-02,6.22329573e+04,-5.58201241e-01,1.72995092e-01,1.50807263e+02,1.67102083e-02,3.83724066e-02
3.995,8.28751395e-02,6.21819826e+04,-5.58028306e-01,1.72874503e-01,1.50695687e+02,1.67078378e-02,3.72748370e-02
3.996,8.28515489e-02,6.21310826e+04,-5.57855491e-01,1.72754015e-01,1.50584212e+02,1.67055373e-02,3.61742228e-02
3.997,8.28279877e-02,6.20802570e+04,-5.57682798e-01,1.72633629e-01,1.50472839e+02,1.67033070e-02,3.50705636e-02
3.998,8.28044556e-02,6.20295057e+04,-5.57510224e-01,1.72513345e-01,1.50361567e+02,1.67011469e-02,3.39638591e-02
3.999,8.27809526e-02,6.19788286e+04,-5.57337771e-01,1.72393162e-01,1.50250396e+02,1.66990573e-02,3.28541088e-02
4.000,8.27574788e-02,6.19282254e+04,-5.57165438e-01,1.72273081e-01,1.50139326e+02,1.66970382e-02,3.17413124e-02
4.001,8.27340341e-02,6.18776961e+04,-5.56993225e-01,1.72153102e-01,1.50028355e+02,1.66950897e-02,3.06254695e-02
4.002,8.27106184e-02,6.18272405e+04,-5.56821132e-01,1.72033223e-01,1.49917484e+02,1.66932119e-02,2.95065797e-02
4.003,8.26872317e-02,6.17768585e+04,-5.56649158e-01,1.71913447e-01,1.49806713e+02,1.66914051e-02,2.83846426e-02
4.004,8.26638739e-02,6.17265498e+04,-5.56477305e-01,1.71793771e-01,1.49696040e+02,1.66896692e-02,2.72596577e-02
4.005,8.26405451e-02,6.16763143e+04,-5.56305571e-01,1.71674196e-01,1.49585467e+02,1.66880045e-02,2.61316247e-02
4.006,8.26172451e-02,6.16261519e+04,-5.56133956e-01,1.71554722e-01,1.49474991e+02,1.66864109e-02,2.50005430e-02
4.007,8.25939739e-02,6.15760625e+04,-5.55962461e-01,1.71435349e-01,1.49364614e+02,1.66848888e-02,2.38664124e-02
4.008,8.25707316e-02,6.15260458e+04,-5.55791086e-01,1.71316077e-01,1.49254334e+02,1.66834381e-02,2.27292322e-02
4.009,8.25475179e-02,6.14761017e+04,-5.55619829e-01,1.71196905e-01,1.49144152e+02,1.66820590e-02,2.15890021e-02
4.010,8.25243330e-02,6.14262301e+04,-5.55448692e-01,1.71077834e-01,1.49034066e+02,1.66807516e-02,2.04457217e-02
4.011,8.25011768e-02,6.13764308e+04,-5.55277673e-01,1.70958864e-01,1.48924077e+02,1.66795161e-02,1.92993903e-02
4.012,8.24780491e-02,6.13267037e+04,-5.55106774e-01,1.70839993e-01,1.48814185e+02,1.66783524e-02,1.81500077e-02
4.013,8.24549501e-02,6.12770486e+04,-5.54935993e-01,1.70721223e-01,1.48704388e+02,1.66772609e-02,1.69975733e-02
4.014,8.24318796e-02,6.12274654e+04,-5.54765331e-01,1.70602553e-01,1.48594687e+02,1.66762415e-02,1.58420867e-02
4.015,8.24088376e-02,6.11779538e+04,-5.54594788e-01,1.70483984e-01,1.48485082e+02,1.66752945e-02,1.46835473e-02
4.016,8.23858241e-02,6.11285139e+04,-5.54424363e-01,1.70365514e-01,1.48375571e+02,1.66744198e-02,1.35219546e-02
4.017,8.23628389e-02,6.10791454e+04,-5.54254057e-01,1.70247144e-01,1.48266155e+02,1.66736177e-02,1.23573083e-02
4.018,8.23398822e-02,6.10298482e+04,-5.54083869e-01,1.70128873e-01,1.48156833e+02,1.66728882e-02,1.11896078e-02
4.019,8.23169538e-02,6.09806220e+04,-5.53913799e-01,1.70010703e-01,1.48047606e+02,1.66722315e-02,1.00188526e-02
4.020,8.22940537e-02,6.09314669e+04,-5.53743848e-01,1.69892632e-01,1.47938472e+02,1.66716477e-02,8.84504221e-03
4.021,8.22711819e-02,6.08823826e+04,-5.53574014e-01,1.69774660e-01,1.47829431e+02,1.66711369e-02,7.66817613e-03
4.022,8.22483383e-02,6.08333690e+04,-5.53404298e-01,1.69656788e-01,1.47720483e+02,1.66706992e-02,6.48825388e-03
4.023,8.22255229e-02,6.07844260e+04,-5.53234700e-01,1.69539015e-01,1.47611628e+02,1.66703348e-02,5.30527492e-03
4.024,8.22027356e-02,6.07355533e+04,-5.53065220e-01,1.69421342e-01,1.47502866e+02,1.66700437e-02,4.11923879e-03
4.025,8.21799764e-02,6.06867509e+04,-5.52895858e-01,1.69303767e-01,1.47394195e+02,1.66698260e-02,2.93014495e-03
4.026,8.21572453e-02,6.06380186e+04,-5.52726613e-01,1.69186292e-01,1.47285617e+02,1.66696820e-02,1.73799292e-03
4.027,8.21345422e-02,6.05893563e+04,-5.52557485e-01,1.69068915e-01,1.47177129e+02,1.66696116e-02,5.42782164e-04
4.028,8.21118671e-02,6.05407638e+04,-5.52388475e-01,1.68951638e-01,1.47068733e+02,1.66696151e-02,-6.55487814e-04
4.029,8.20892199e-02,6.04922409e+04,-5.52219582e-01,1.68834459e-01,1.46960428e+02,1.66696925e-02,-1.85681751e-03
4.030,8.20666007e-02,6.04437876e+04,-5.52050806e-01,1.68717378e-01,1.46852213e+02,1.66698439e-02,-3.06120746e-03
4.031,8.20440093e-02,6.03954037e+04,-5.51882147e-01,1.68600396e-01,1.46744088e+02,1.66700695e-02,-4.26865815e-03
4.032,8.20214458e-02,6.03470891e+04,-5.51713605e-01,1.68483513e-01,1.46636053e+02,1.66703693e-02,-5.47917010e-03
4.033,8.19989100e-02,6.02988435e+04,-5.51545180e-01,1.68366728e-01,1.46528108e+02,1.66707436e-02,-6.69274382e-03
4.034,8.19764020e-02,6.02506669e+04,-5.51376872e-01,1.68250042e-01,1.46420252e+02,1.66711923e-02,-7.90937981e-03
4.035,8.19539217e-02,6.02025591e+04,-5.51208680e-01,1.68133453e-01,1.46312485e+02,1.66717157e-02,-9.12907858e-03
4.036,8.19314691e-02,6.01545201e+04,-5.51040605e-01,1.68016963e-01,1.46204806e+02,1.66723138e-02,-1.03518406e-02
4.037,8.19090441e-02,6.01065495e+04,-5.50872646e-01,1.67900571e-01,1.46097216e+02,1.66729867e-02,-1.15776665e-02
4.038,8.18866468e-02,6.00586474e+04,-5.50704803e-01,1.67784276e-01,1.45989714e+02,1.66737346e-02,-1.28065566e-02
4.039,8.18642770e-02,6.00108135e+04,-5.50537077e-01,1.67668080e-01,1.45882300e+02,1.66745576e-02,-1.40385115e-02
4.040,8.18419347e-02,5.99630477e+04,-5.50369467e-01,1.67551981e-01,1.45774974e+02,1.66754558e-02,-1.52735317e-02
4.041,8.18196199e-02,5.99153500e+04,-5.50201973e-01,1.67435980e-01,1.45667734e+02,1.66764292e-02,-1.65116177e-02
4.042,8.17973325e-02,5.98677200e+04,-5.50034595e-01,1.67320076e-01,1.45560582e+02,1.66774781e-02,-1.77527700e-02
4.043,8.17750726e-02,5.98201578e+04,-5.49867333e-01,1.67204270e-01,1.45453516e+02,1.66786025e-02,-1.89969890e-02
4.044,8.17528400e-02,5.97726632e+04,-5.49700187e-01,1.67088562e-01,1.45346536e+02,1.66798025e-02,-2.02442752e-02
4.045,8.17306348e-02,5.97252360e+04,-5.49533156e-01,1.66972951e-01,1.45239642e+02,1.66810783e-02,-2.14946292e-02
4.046,8.17084568e-02,5.96778760e+04,-5.49366241e-01,1.66857437e-01,1.45132834e+02,1.66824299e-02,-2.27480514e-02
4.047,8.16863062e-02,5.96305833e+04,-5.49199441e-01,1.66742020e-01,1.45026112e+02,1.66838575e-02,-2.40045423e-02
4.048,8.16641827e-02,5.95833575e+04,-5.49032757e-01,1.66626700e-01,1.44919474e+02,1.66853612e-02,-2.52641023e-02
4.049,8.16420865e-02,5.95361986e+04,-5.48866188e-01,1.66511477e-01,1.44812922e+02,1.66869411e-02,-2.65267319e-02
4.050,8.16200174e-02,5.94891065e+04,-5.48699734e-01,1.66396351e-01,1.44706454e+02,1.66885973e-02,-2.77924316e-02
4.051,8.15979754e-02,5.94420810e+04,-5.48533395e-01,1.66281322e-01,1.44600071e+02,1.66903300e-02,-2.90612018e-02
4.052,8.15759604e-02,5.93951220e+04,-5.48367171e-01,1.66166390e-01,1.44493771e+02,1.66921391e-02,-3.03330429e-02
4.053,8.15539726e-02,5.93482293e+04,-5.48201062e-01,1.66051554e-01,1.44387555e+02,1.66940249e-02,-3.16079555e-02
4.054,8.15320117e-02,5.93014028e+04,-5.48035068e-01,1.65936815e-01,1.44281423e+02,1.66959875e-02,-3.28859400e-02
4.055,8.15100778e-02,5.92546424e+04,-5.47869188e-01,1.65822172e-01,1.44175374e+02,1.66980269e-02,-3.41669967e-02
4.056,8.14881708e-02,5.92079479e+04,-5.47703423e-01,1.65707626e-01,1.44069408e+02,1.67001433e-02,-3.54511262e-02
4.057,8.14662907e-02,5.91613193e+04,-5.47537773e-01,1.65593176e-01,1.43963524e+02,1.67023368e-02,-3.67383287e-02
4.058,8.14444374e-02,5.91147563e+04,-5.47372237e-01,1.65478822e-01,1.43857723e+02,1.67046075e-02,-3.80286049e-02
4.059,8.14226110e-02,5.90682589e+04,-5.47206815e-01,1.65364565e-01,1.43752004e+02,1.67069555e-02,-3.93219549e-02
4.060,8.14008114e-02,5.90218268e+04,-5.47041508e-01,1.65250403e-01,1.43646367e+02,1.67093810e-02,-4.06183793e-02
4.061,8.13790385e-02,5.89754601e+04,-5.46876315e-01,1.65136338e-01,1.43540812e+02,1.67118839e-02,-4.19178785e-02
4.062,8.13572923e-02,5.89291584e+04,-5.46711235e-01,1.65022368e-01,1.43435337e+02,1.67144645e-02,-4.32204528e-02
4.063,8.13355728e-02,5.88829218e+04,-5.46546270e-01,1.64908494e-01,1.43329944e+02,1.67171228e-02,-4.45261026e-02
4.064,8.13138800e-02,5.88367501e+04,-5.46381418e-01,1.64794716e-01,1.43224632e+02,1.67198590e-02,-4.58348283e-02
4.065,8.12922137e-02,5.87906431e+04,-5.46216680e-01,1.64681034e-01,1.43119400e+02,1.67226732e-02,-4.71466302e-02
4.066,8.12705740e-02,5.87446008e+04,-5.46052056e-01,1.64567447e-01,1.43014248e+02,1.67255654e-02,-4.84615087e-02
4.067,8.12489609e-02,5.86986229e+04,-5.45887545e-01,1.64453956e-01,1.42909176e+02,1.67285359e-02,-4.97794641e-02
4.068,8.12273742e-02,5.86527094e+04,-5.45723148e-01,1.64340560e-01,1.42804185e+02,1.67315846e-02,-5.11004967e-02
4.069,8.12058140e-02,5.86068601e+04,-5.45558864e-01,1.64227259e-01,1.42699272e+02,1.67347117e-02,-5.24246070e-02
4.070,8.11842802e-02,5.85610750e+04,-5.45394694e-01,1.64114054e-01,1.42594439e+02,1.67379173e-02,-5.37517952e-02
4.071,8.11627728e-02,5.85153538e+04,-5.45230636e-01,1.64000944e-01,1.42489685e+02,1.67412016e-02,-5.50820615e-02
4.072,8.11412918e-02,5.84696964e+04,-5.45066692e-01,1.63887929e-01,1.42385009e+02,1.67445646e-02,-5.64154064e-02
4.073,8.11198371e-02,5.84241028e+04,-5.44902860e-01,1.63775009e-01,1.42280412e+02,1.67480064e-02,-5.77518301e-02
4.074,8.10984087e-02,5.83785728e+04,-5.44739142e-01,1.63662184e-01,1.42175893e+02,1.67515271e-02,-5.90913329e-02
4.075,8.10770065e-02,5.83331062e+04,-5.44575536e-01,1.63549454e-01,1.42071453e+02,1.67551269e-02,-6.04339150e-02
4.076,8.10556306e-02,5.82877029e+04,-5.44412043e-01,1.63436819e-01,1.41967090e+02,1.67588059e-02,-6.17795767e-02
4.077,8.10342808e-02,5.82423629e+04,-5.44248662e-01,1.63324278e-01,1.41862804e+02,1.67625641e-02,-6.31283182e-02
4.078,8.10129572e-02,5.81970859e+04,-5.44085394e-01,1.63211832e-01,1.41758595e+02,1.67664017e-02,-6.44801399e-02
4.079,8.09916597e-02,5.81518719e+04,-5.43922238e-01,1.63099481e-01,1.41654464e+02,1.67703188e-02,-6.58350418e-02
4.080,8.09703882e-02,5.81067207e+04,-5.43759195e-01,1.62987224e-01,1.41550409e+02,1.67743154e-02,-6.71930243e-02
4.081,8.09491428e-02,5.80616323e+04,-5.43596264e-01,1.62875061e-01,1.41446431e+02,1.67783918e-02,-6.85540874e-02
4.082,8.09279234e-02,5.80166064e+04,-5.43433445e-01,1.62762993e-01,1.41342529e+02,1.67825480e-02,-6.99182315e-02
4.083,8.09067300e-02,5.79716429e+04,-5.43270738e-01,1.62651019e-01,1.41238703e+02,1.67867840e-02,-7.12854567e-02
4.084,8.08855625e-02,5.79267418e+04,-5.43108143e-01,1.62539139e-01,1.41134953e+02,1.67911001e-02,-7.26557631e-02
4.085,8.08644210e-02,5.78819029e+04,-5.42945660e-01,1.62427353e-01,1.41031279e+02,1.67954963e-02,-7.40291510e-02
4.086,8.08433053e-02,5.78371261e+04,-5.42783288e-01,1.62315662e-01,1.40927679e+02,1.67999727e-02,-7.54056204e-02
4.087,8.08222154e-02,5.77924112e+04,-5.42621028e-01,1.62204064e-01,1.40824155e+02,1.68045294e-02,-7.67851715e-02
4.088,8.08011513e-02,5.77477581e+04,-5.42458880e-01,1.62092560e-01,1.40720706e+02,1.68091666e-02,-7.81678044e-02
4.089,8.07801131e-02,5.77031668e+04,-5.42296843e-01,1.61981150e-01,1.40617331e+02,1.68138843e-02,-7.95535191e-02
4.090,8.07591005e-02,5.76586371e+04,-5.42134918e-01,1.61869834e-01,1.40514030e+02,1.68186826e-02,-8.09423159e-02
4.091,8.07381136e-02,5.76141688e+04,-5.41973103e-01,1.61758611e-01,1.40410804e+02,1.68235617e-02,-8.23341948e-02
4.092,8.07171525e-02,5.75697619e+04,-5.41811400e-01,1.61647482e-01,1.40307652e+02,1.68285217e-02,-8.37291558e-02
4.093,8.06962169e-02,5.75254161e+04,-5.41649808e-01,1.61536446e-01,1.40204573e+02,1.68335626e-02,-8.51271989e-02
4.094,8.06753070e-02,5.74811315e+04,-5.41488328e-01,1.61425504e-01,1.40101568e+02,1.68386845e-02,-8.65283243e-02
4.095,8.06544226e-02,5.74369079e+04,-5.41326957e-01,1.61314655e-01,1.39998636e+02,1.68438877e-02,-8.79325320e-02
4.096,8.06335637e-02,5.73927451e+04,-5.41165698e-01,1.61203900e-01,1.39895777e+02,1.68491721e-02,-8.93398219e-02
4.097,8.06127304e-02,5.73486431e+04,-5.41004550e-01,1.61093237e-01,1.39792991e+02,1.68545378e-02,-9.07501941e-02
4.098,8.05919225e-02,5.73046017e+04,-5.40843512e-01,1.60982668e-01,1.39690277e+02,1.68599851e-02,-9.21636484e-02
4.099,8.05711400e-02,5.72606207e+04,-5.40682584e-01,1.60872192e-01,1.39587636e+02,1.68655139e-02,-9.35801850e-02
4.100,8.05503830e-02,5.72167002e+04,-5.40521767e-01,1.60761809e-01,1.39485067e+02,1.68711244e-02,-9.49998038e-02
4.101,8.05296513e-02,5.71728399e+04,-5.40361061e-01,1.60651519e-01,1.39382569e+02,1.68768167e-02,-9.64225046e-02
4.102,8.05089450e-02,5.71290397e+04,-5.40200464e-01,1.60541321e-01,1.39280144e+02,1.68825909e-02,-9.78482874e-02
4.103,8.04882639e-02,5.70852996e+04,-5.40039978e-01,1.60431216e-01,1.39177790e+02,1.68884471e-02,-9.92771521e-02
4.104,8.04676081e-02,5.70416194e+04,-5.39879602e-01,1.60321204e-01,1.39075507e+02,1.68943853e-02,-1.00709099e-01
4.105,8.04469776e-02,5.69979989e+04,-5.39719335e-01,1.60211285e-01,1.38973295e+02,1.69004058e-02,-1.02144127e-01
4.106,8.04263723e-02,5.69544381e+04,-5.39559179e-01,1.60101458e-01,1.38871154e+02,1.69065086e-02,-1.03582237e-01
4.107,8.04057921e-02,5.69109369e+04,-5.39399133e-01,1.59991724e-01,1.38769084e+02,1.69126937e-02,-1.05023428e-01
4.108,8.03852371e-02,5.68674951e+04,-5.39239196e-01,1.59882082e-01,1.38667084e+02,1.69189614e-02,-1.06467700e-01
4.109,8.03647072e-02,5.68241126e+04,-5.39079368e-01,1.59772532e-01,1.38565154e+02,1.69253117e-02,-1.07915053e-01
4.110,8.03442023e-02,5.67807893e+04,-5.38919651e-01,1.59663075e-01,1.38463294e+02,1.69317446e-02,-1.09365487e-01
4.111,8.03237225e-02,5.67375251e+04,-5.38760042e-01,1.59553710e-01,1.38361504e+02,1.69382604e-02,-1.10819002e-01
4.112,8.03032678e-02,5.66943198e+04,-5.38600543e-01,1.59444436e-01,1.38259784e+02,1.69448591e-02,-1.12275597e-01
4.113,8.02828379e-02,5.66511734e+04,-5.38441153e-01,1.59335255e-01,1.38158133e+02,1.69515408e-02,-1.13735272e-01
4.114,8.02624331e-02,5.66080858e+04,-5.38281873e-01,1.59226166e-01,1.38056551e+02,1.69583056e-02,-1.15198027e-01
4.115,8.02420531e-02,5.65650567e+04,-5.38122701e-01,1.59117169e-01,1.37955038e+02,1.69651536e-02,-1.16663861e-01
4.116,8.02216980e-02,5.65220861e+04,-5.37963638e-01,1.59008264e-01,1.37853594e+02,1.69720849e-02,-1.18132775e-01
4.117,8.02013678e-02,5.64791740e+04,-5.37804684e-01,1.58899450e-01,1.37752218e+02,1.69790996e-02,-1.19604768e-01
4.118,8.01810624e-02,5.64363201e+04,-5.37645839e-01,1.58790728e-01,1.37650911e+02,1.69861978e-02,-1.21079839e-01
4.119,8.01607818e-02,5.63935244e+04,-5.37487103e-01,1.58682098e-01,1.37549672e+02,1.69933797e-02,-1.22557988e-01
4.120,8.01405259e-02,5.63507867e+04,-5.37328475e-01,1.58573559e-01,1.37448501e+02,1.70006452e-02,-1.24039215e-01
4.121,8.01202948e-02,5.63081069e+04,-5.37169956e-01,1.58465112e-01,1.37347398e+02,1.70079946e-02,-1.25523520e-01
4.122,8.01000883e-02,5.62654850e+04,-5.37011545e-01,1.58356756e-01,1.37246362e+02,1.70154278e-02,-1.27010901e-01
4.123,8.00799065e-02,5.62229207e+04,-5.36853242e-01,1.58248492e-01,1.37145393e+02,1.70229451e-02,-1.28501359e-01
4.124,8.00597494e-02,5.61804141e+04,-5.36695048e-01,1.58140319e-01,1.37044492e+02,1.70305464e-02,-1.29994893e-01
4.125,8.00396168e-02,5.61379649e+04,-5.36536961e-01,1.58032236e-01,1.36943658e+02,1.70382320e-02,-1.31491503e-01
4.126,8.00195088e-02,5.60955731e+04,-5.36378983e-01,1.57924246e-01,1.36842891e+02,1.70460019e-02,-1.32991188e-01
4.127,7.99994253e-02,5.60532386e+04,-5.36221113e-01,1.57816346e-01,1.36742190e+02,1.70538561e-02,-1.34493948e-01
4.128,7.99793664e-02,5.60109612e+04,-5.36063351e-01,1.57708537e-01,1.36641556e+02,1.70617949e-02,-1.35999781e-01
4.129,7.99593319e-02,5.59687408e+04,-5.35905696e-01,1.57600819e-01,1.36540987e+02,1.70698182e-02,-1.37508689e-01
4.130,7.99393218e-02,5.59265774e+04,-5.35748149e-01,1.57493192e-01,1.36440485e+02,1.70779262e-02,-1.39020669e-01
4.131,7.99193362e-02,5.58844708e+04,-5.35590709e-01,1.57385656e-01,1.36340049e+02,1.70861190e-02,-1.40535722e-01
4.132,7.98993749e-02,5.58424208e+04,-5.35433378e-01,1.57278210e-01,1.36239679e+02,1.70943967e-02,-1.42053846e-01
4.133,7.98794380e-02,5.58004275e+04,-5.35276153e-01,1.57170855e-01,1.36139374e+02,1.71027594e-02,-1.43575042e-01
4.134,7.98595254e-02,5.57584907e+04,-5.35119036e-01,1.57063591e-01,1.36039134e+02,1.71112072e-02,-1.45099308e-01
4.135,7.98396371e-02,5.57166102e+04,-5.34962026e-01,1.56956417e-01,1.35938960e+02,1.71197401e-02,-1.46626645e-01
4.136,7.98197730e-02,5.56747859e+04,-5.34805123e-01,1.56849333e-01,1.35838850e+02,1.71283583e-02,-1.48157050e-01
4.137,7.97999332e-02,5.56330179e+04,-5.34648327e-01,1.56742340e-01,1.35738805e+02,1.71370619e-02,-1.49690524e-01
4.138,7.97801176e-02,5.55913058e+04,-5.34491638e-01,1.56635438e-01,1.35638825e+02,1.71458509e-02,-1.51227066e-01
4.139,7.97603261e-02,5.55496497e+04,-5.34335056e-01,1.56528625e-01,1.35538909e+02,1.71547255e-02,-1.52766675e-01
4.140,7.97405587e-02,5.55080495e+04,-5.34178581e-01,1.56421903e-01,1.35439058e+02,1.71636857e-02,-1.54309350e-01
4.141,7.97208155e-02,5.54665049e+04,-5.34022212e-01,1.56315270e-01,1.35339270e+02,1.71727317e-02,-1.55855091e-01
4.142,7.97010963e-02,5.54250160e+04,-5.33865950e-01,1.56208728e-01,1.35239547e+02,1.71818635e-02,-1.57403896e-01
